amount,txn_hour,payment_mode,receiver_type,is_new_receiver,avg_amount_7d,avg_amount_30d,max_amount_7d,txn_count_1h,txn_count_24h,days_since_last_txn,night_txn_ratio,location_mismatch,is_night,is_round_amount,velocity_check,deviation_from_sender_avg,exceeds_recent_max,is_fraud
1491.58,13,MANUAL,MERCHANT,1,1285.36,1196.8,1506.6,0,1,6,0.163,0,0,0,0,1.25,0,1
2252.74,7,QR,MERCHANT,0,2275.63,1966.56,4244.14,0,2,2,0.204,0,0,0,0,1.14,0,0
14587.5,10,MANUAL,MERCHANT,0,14988.19,13347.87,29587.4,0,2,10,0.05,0,0,0,0,1.09,0,0
10337.65,17,QR,INDIVIDUAL,0,7062.33,7559.82,8911.48,0,4,1,0.005,0,0,0,0,1.37,1,0
957.21,17,QR,INDIVIDUAL,1,972.58,939.14,1750.01,0,1,6,0.055,0,0,0,0,1.02,0,0
3373.91,14,QR,INDIVIDUAL,0,4264.52,3760.4,6292.36,2,2,3,0.044,0,0,0,0,0.9,0,0
13486.71,5,MANUAL,MERCHANT,0,12282.24,12659.04,22901.34,2,4,13,0.049,0,1,0,0,1.07,0,0
2996.56,23,MANUAL,INDIVIDUAL,0,2624.62,2707.19,5136.09,0,2,6,0.148,0,0,0,0,1.11,0,0
2858.21,16,MANUAL,INDIVIDUAL,1,2551.98,2233.5,2882.7,0,1,14,0.122,0,0,0,0,1.28,0,0
9734.81,23,MANUAL,INDIVIDUAL,0,8498.83,7582.76,9546.56,0,5,11,0.268,0,0,0,0,1.28,1,0
8851.68,7,MANUAL,INDIVIDUAL,1,9900.25,10523.7,19238.65,0,3,12,0.017,0,0,0,0,0.84,0,0
8448.74,19,QR,MERCHANT,1,8450.27,8259.52,11348.48,1,3,3,0.114,0,0,0,0,1.02,0,0
2876.17,15,QR,INDIVIDUAL,1,2732.49,2996.96,5326.09,2,5,11,0.039,0,0,0,0,0.96,0,0
6611.72,21,QR,INDIVIDUAL,0,5768.94,4878.63,11067.45,0,3,3,0.068,0,0,0,0,1.35,0,0
13978.43,1,QR,MERCHANT,0,12113.97,10262.57,21665.81,1,5,12,0.12,0,1,0,0,1.36,0,0
3481.14,0,MANUAL,MERCHANT,0,3719.89,3178.3,5471.5,1,3,14,0.095,0,1,0,0,1.09,0,0
2532.42,12,MANUAL,MERCHANT,0,2222.76,2011.63,2695.23,0,2,5,0.32,0,0,0,0,1.26,0,0
11015.57,6,QR,INDIVIDUAL,0,11712.14,10208.87,20801.66,1,4,7,0.106,0,0,1,0,1.08,0,0
22945.93,22,QR,INDIVIDUAL,1,28171.76,27873.15,32904.43,1,4,1,0.304,0,0,0,0,0.82,0,0
24428.47,18,QR,INDIVIDUAL,1,25132.91,21750.19,30976.95,1,2,9,0.171,0,0,0,0,1.12,0,0
2599.15,2,QR,MERCHANT,0,2709.67,2354.32,3747.94,1,4,3,0.202,0,1,0,0,1.1,0,0
2845.13,11,QR,MERCHANT,0,3086.98,2695.29,3855.69,1,4,7,0.271,0,0,0,0,1.06,0,0
1441.95,11,MANUAL,INDIVIDUAL,0,1555.69,1431.97,2834.88,3,7,3,0.333,0,0,0,1,1.01,0,0
4049.09,16,QR,MERCHANT,0,4044.95,4150.48,6311.05,2,4,6,0.169,0,0,1,0,0.98,0,0
1384.78,16,MANUAL,MERCHANT,0,1367.7,1170.26,1536.54,1,4,5,0.366,0,0,0,0,1.18,0,0
2266.59,17,QR,INDIVIDUAL,0,1817.3,1953.87,2236.84,0,4,0,0.114,0,0,0,0,1.16,1,0
6843.24,2,QR,INDIVIDUAL,0,6499.18,6062.22,11643.22,0,2,9,0.2,0,1,0,0,1.13,0,0
5171.82,19,QR,INDIVIDUAL,0,5819.28,6357.94,8379.14,0,2,0,0.221,0,0,0,0,0.81,0,0
713.62,23,QR,INDIVIDUAL,1,872.86,796.02,1180.0,0,1,5,0.121,0,0,0,0,0.9,0,0
14961.91,20,MANUAL,MERCHANT,0,13055.97,12442.23,18945.24,0,3,7,0.187,0,0,0,0,1.2,0,0
1368.82,14,MANUAL,MERCHANT,0,1134.1,1243.44,1955.38,2,5,8,0.021,0,0,0,0,1.1,0,0
1533.27,1,QR,MERCHANT,1,1161.03,1149.39,1912.23,0,4,4,0.024,0,1,0,0,1.33,0,0
1193.89,6,QR,INDIVIDUAL,0,1258.47,1112.5,2341.02,0,3,12,0.1,0,0,0,0,1.07,0,0
2007.9,23,QR,MERCHANT,1,1597.56,1465.8,1794.01,1,4,2,0.203,0,0,1,0,1.37,1,0
1624.37,12,MANUAL,INDIVIDUAL,0,1514.94,1444.23,2040.13,0,1,5,0.15,0,0,0,0,1.12,0,0
1660.39,12,QR,INDIVIDUAL,0,1459.44,1604.8,2469.27,1,3,9,0.216,0,0,0,0,1.03,0,0
396.29,18,QR,INDIVIDUAL,0,347.61,320.85,597.78,0,3,3,0.14,0,0,0,0,1.23,0,0
4092.6,5,QR,MERCHANT,0,3871.17,3576.26,4761.02,0,2,1,0.242,0,1,0,0,1.14,0,0
4486.64,9,QR,INDIVIDUAL,0,4653.07,4107.14,7392.25,0,0,12,0.455,0,0,0,0,1.09,0,0
27445.74,7,QR,INDIVIDUAL,1,29913.66,28017.17,41692.27,1,2,4,0.212,0,0,0,0,0.98,0,0
5640.38,21,QR,INDIVIDUAL,0,4888.53,4693.47,5538.41,1,4,12,0.102,0,0,0,0,1.2,1,1
2328.71,9,QR,INDIVIDUAL,0,2698.93,2276.95,4352.72,2,6,12,0.054,0,0,0,0,1.02,0,0
1235.66,5,MANUAL,MERCHANT,1,1080.79,1134.1,1724.2,0,0,6,0.046,0,1,0,0,1.09,0,0
3338.75,23,MANUAL,MERCHANT,0,2359.24,2393.06,4493.9,3,9,4,0.29,0,0,0,1,1.39,0,1
5452.62,11,MANUAL,MERCHANT,0,5540.28,5542.48,8130.78,0,1,11,0.058,0,0,0,0,0.98,0,0
2314.59,0,MANUAL,INDIVIDUAL,0,1900.82,2017.29,2922.73,0,0,6,0.098,0,1,0,0,1.15,0,0
3846.48,1,QR,INDIVIDUAL,0,3731.31,3957.27,5615.94,1,3,10,0.051,0,1,0,0,0.97,0,0
20082.79,10,QR,MERCHANT,0,22520.35,19403.13,30816.72,0,2,4,0.082,0,0,0,0,1.03,0,0
2576.79,2,QR,MERCHANT,0,2982.86,2797.45,3501.4,0,2,9,0.346,0,1,0,0,0.92,0,0
666.41,22,MANUAL,MERCHANT,0,552.24,516.61,819.92,1,3,3,0.184,0,0,0,0,1.29,0,0
7991.53,0,MANUAL,INDIVIDUAL,0,9480.28,8053.7,12707.81,1,1,10,0.142,0,1,0,0,0.99,0,0
4831.39,3,QR,MERCHANT,0,4521.37,4543.64,8034.99,2,5,10,0.21,0,1,0,0,1.06,0,0
782.04,2,MANUAL,MERCHANT,0,631.3,631.92,1028.0,0,0,2,0.093,0,1,0,0,1.24,0,0
5350.15,23,QR,MERCHANT,1,5861.83,5003.56,11425.92,1,4,1,0.176,0,0,0,0,1.07,0,0
1483.15,22,QR,INDIVIDUAL,0,1480.48,1310.11,1782.02,2,3,9,0.155,0,0,0,0,1.13,0,0
5416.42,16,MANUAL,INDIVIDUAL,0,5707.1,5944.58,7091.77,2,6,9,0.13,0,0,0,0,0.91,0,0
20262.7,19,QR,MERCHANT,0,20851.54,18185.44,36364.73,0,3,11,0.192,0,0,0,0,1.11,0,0
3104.87,6,QR,MERCHANT,0,3118.37,2727.32,3508.63,0,2,8,0.254,0,0,0,0,1.14,0,0
9652.23,11,QR,MERCHANT,1,11928.56,10462.26,19911.95,0,6,5,0.172,0,0,0,0,0.92,0,1
1205.15,21,MANUAL,MERCHANT,0,1182.17,1304.86,1449.77,2,3,12,0.361,0,0,0,0,0.92,0,0
927.53,18,QR,INDIVIDUAL,0,677.09,743.42,849.21,0,0,6,0.086,0,0,0,0,1.25,1,0
22373.52,5,MANUAL,MERCHANT,0,22590.88,23531.51,25058.36,0,5,10,0.029,1,1,0,0,0.95,0,0
4803.18,6,QR,INDIVIDUAL,0,4972.45,4206.51,9442.63,1,1,13,0.095,0,0,0,0,1.14,0,0
6457.54,4,QR,MERCHANT,1,6593.47,6237.66,9374.86,0,3,10,0.159,0,1,0,0,1.04,0,0
10268.33,3,MANUAL,INDIVIDUAL,0,7776.04,7607.63,12781.29,1,1,2,0.15,0,1,0,0,1.35,0,0
2264.18,10,QR,INDIVIDUAL,0,2625.47,2635.13,5013.21,0,3,4,0.101,0,0,0,0,0.86,0,0
7651.1,21,MANUAL,MERCHANT,0,9673.2,8167.13,19072.16,0,1,12,0.049,0,0,0,0,0.94,0,0
6675.44,9,QR,MERCHANT,0,6638.85,6617.51,8138.56,0,0,12,0.086,0,0,0,0,1.01,0,0
1135.33,23,QR,MERCHANT,0,1037.01,1006.23,1267.53,2,3,14,0.049,0,0,0,0,1.13,0,0
14209.79,22,QR,INDIVIDUAL,0,14490.12,15907.32,20541.95,1,2,3,0.059,0,0,0,0,0.89,0,0
11803.77,2,MANUAL,MERCHANT,0,13149.57,12729.58,24052.29,1,4,6,0.046,0,1,0,0,0.93,0,0
1146.71,17,QR,INDIVIDUAL,0,872.68,889.49,1636.44,0,6,11,0.239,0,0,0,0,1.29,0,0
4360.13,14,MANUAL,INDIVIDUAL,0,3604.73,3642.23,6365.56,0,6,13,0.008,0,0,0,0,1.2,0,0
2957.29,11,QR,INDIVIDUAL,1,3833.77,3362.98,4981.83,0,3,8,0.251,0,0,0,0,0.88,0,0
13049.13,20,QR,MERCHANT,0,13809.79,13872.14,16934.31,0,3,1,0.198,0,0,1,0,0.94,0,0
1022.95,15,QR,INDIVIDUAL,0,969.47,894.94,1453.28,0,2,5,0.05,0,0,1,0,1.14,0,0
93169.3,4,MANUAL,MERCHANT,1,82417.28,87051.93,117553.57,2,4,14,0.233,0,1,0,0,1.07,0,0
3111.82,9,MANUAL,INDIVIDUAL,0,3978.21,3348.85,6071.1,1,2,14,0.155,0,0,0,0,0.93,0,0
7076.97,10,MANUAL,INDIVIDUAL,0,5185.25,5110.25,5743.48,0,4,6,0.193,0,0,0,0,1.38,1,0
12692.27,0,QR,MERCHANT,0,13449.96,11348.77,23164.67,0,1,3,0.192,0,1,0,0,1.12,0,0
3052.15,15,MANUAL,MERCHANT,0,3191.05,2771.67,5475.91,1,5,8,0.181,0,0,0,0,1.1,0,0
3283.13,11,QR,MERCHANT,0,3235.37,3291.44,5544.4,0,2,1,0.054,0,0,0,0,1.0,0,0
2315.67,1,MANUAL,INDIVIDUAL,1,2014.97,1956.74,2492.24,1,3,2,0.141,0,1,0,0,1.18,0,0
1641.03,11,MANUAL,INDIVIDUAL,0,1398.28,1242.54,2470.07,0,2,6,0.039,0,0,0,0,1.32,0,0
4650.24,1,QR,MERCHANT,1,3442.1,3437.92,4977.38,1,3,5,0.068,0,1,0,0,1.35,0,0
3223.62,21,QR,MERCHANT,0,3800.69,3179.88,4763.62,0,2,12,0.012,0,0,0,0,1.01,0,0
2302.07,10,QR,MERCHANT,1,2152.09,1798.0,4293.07,2,4,12,0.091,0,0,0,0,1.28,0,0
2426.32,2,QR,MERCHANT,0,1715.53,1815.3,2792.74,0,0,1,0.203,0,1,0,0,1.34,0,0
6115.67,4,QR,INDIVIDUAL,0,4783.0,4795.26,9211.54,1,2,12,0.15,0,1,0,0,1.28,0,0
1776.13,14,QR,MERCHANT,0,1352.12,1311.85,1550.82,0,4,14,0.017,0,0,0,0,1.35,1,0
2915.31,4,QR,INDIVIDUAL,0,3523.99,3200.21,5506.2,1,3,0,0.081,0,1,0,0,0.91,0,0
8174.71,18,MANUAL,INDIVIDUAL,0,8056.64,8198.89,9102.72,1,4,3,0.235,0,0,0,0,1.0,0,0
4548.27,11,QR,MERCHANT,0,5637.81,5014.23,9834.1,0,4,12,0.211,0,0,0,0,0.91,0,0
1415.72,7,QR,MERCHANT,0,1933.82,1758.98,2459.26,0,1,4,0.227,0,0,0,0,0.8,0,0
3563.56,2,QR,INDIVIDUAL,0,3167.82,2880.55,6319.77,2,7,10,0.188,0,1,0,0,1.24,0,0
5395.49,21,QR,MERCHANT,0,5127.13,5380.61,7802.91,0,2,0,0.008,0,0,0,0,1.0,0,0
8869.25,12,QR,INDIVIDUAL,1,6389.35,6785.82,8767.99,1,2,5,0.091,0,0,0,0,1.31,1,0
1844.86,20,QR,MERCHANT,0,1680.76,1699.58,2440.83,1,3,4,0.337,0,0,0,0,1.08,0,0
2202.44,10,QR,MERCHANT,0,1938.92,1834.53,2864.88,0,4,12,0.138,0,0,0,0,1.2,0,0
1947.61,10,QR,INDIVIDUAL,0,1320.32,1401.78,2466.78,1,4,0,0.068,0,0,0,0,1.39,0,0
2036.59,6,MANUAL,INDIVIDUAL,0,2305.08,2365.73,3081.07,1,2,5,0.088,0,0,1,0,0.86,0,0
5242.24,5,QR,INDIVIDUAL,0,6639.16,5553.66,11915.55,0,1,11,0.212,0,1,0,0,0.94,0,0
6216.98,10,QR,MERCHANT,0,7501.8,6742.1,13062.78,3,5,6,0.004,0,0,0,1,0.92,0,0
9375.11,8,QR,INDIVIDUAL,1,13134.97,11370.39,21101.84,2,4,5,0.147,0,0,0,0,0.82,0,0
3354.11,14,QR,MERCHANT,0,2860.41,2597.89,3820.27,0,4,8,0.025,0,0,0,0,1.29,0,0
1027.83,15,MANUAL,INDIVIDUAL,0,885.22,926.08,1643.62,0,3,7,0.052,0,0,1,0,1.11,0,0
6651.0,1,QR,MERCHANT,1,9733.77,8245.01,17464.49,0,0,12,0.159,0,1,0,0,0.81,0,0
4201.64,10,MANUAL,MERCHANT,0,3871.59,3239.06,5313.86,0,1,7,0.044,0,0,0,0,1.3,0,0
3842.86,5,MANUAL,MERCHANT,0,3163.7,3371.82,4497.34,0,2,10,0.246,0,1,0,0,1.14,0,0
1147.04,11,QR,MERCHANT,0,1194.15,1302.56,1963.24,1,2,11,0.114,0,0,0,0,0.88,0,0
3052.6,4,QR,INDIVIDUAL,1,3105.4,3421.21,5808.15,1,5,4,0.057,0,1,0,0,0.89,0,0
1243.53,17,MANUAL,MERCHANT,1,1502.14,1315.91,2737.95,0,3,8,0.048,0,0,0,0,0.94,0,0
5618.21,11,MANUAL,MERCHANT,0,6961.2,6097.8,11849.2,3,5,6,0.028,0,0,0,1,0.92,0,0
2472.77,7,QR,INDIVIDUAL,0,2435.57,2041.27,3627.4,0,0,9,0.124,0,0,0,0,1.21,0,0
2281.11,22,QR,INDIVIDUAL,0,1990.93,2026.91,2322.8,1,5,8,0.441,0,0,0,0,1.12,0,0
912.84,0,QR,MERCHANT,0,693.88,686.57,1034.91,0,5,0,0.046,0,1,0,0,1.33,0,0
9176.36,2,MANUAL,INDIVIDUAL,1,6940.49,7119.34,13382.98,0,3,9,0.045,0,1,0,0,1.29,0,0
2885.03,3,QR,MERCHANT,0,1951.15,2069.41,3708.36,1,6,8,0.044,0,1,0,0,1.39,0,0
3937.43,7,QR,INDIVIDUAL,1,3389.86,3427.13,5417.59,0,2,14,0.068,1,0,0,0,1.15,0,0
1878.18,17,MANUAL,INDIVIDUAL,1,1352.17,1494.18,2118.68,1,4,3,0.182,0,0,0,0,1.26,0,0
824.26,7,QR,MERCHANT,1,541.21,592.18,896.48,1,2,9,0.266,0,0,0,0,1.39,0,0
2256.42,1,MANUAL,MERCHANT,1,3092.64,2653.06,5040.01,1,2,10,0.111,0,1,0,0,0.85,0,0
2606.11,11,MANUAL,MERCHANT,1,2468.1,2077.11,4497.82,1,1,2,0.225,1,0,0,0,1.25,0,0
4738.54,18,QR,MERCHANT,0,3945.0,3414.34,6699.34,0,2,12,0.351,1,0,0,0,1.39,0,0
2645.12,7,QR,INDIVIDUAL,0,3012.35,2641.0,5408.9,0,2,0,0.125,0,0,0,0,1.0,0,1
1907.38,8,MANUAL,MERCHANT,0,2089.71,1748.4,2300.74,2,4,8,0.308,0,0,0,0,1.09,0,0
941.05,20,MANUAL,MERCHANT,0,1003.03,986.71,1950.96,1,3,2,0.091,0,0,0,0,0.95,0,1
3803.24,19,MANUAL,INDIVIDUAL,0,4910.31,4107.12,6709.3,0,1,6,0.089,0,0,0,0,0.93,0,0
1777.74,14,QR,INDIVIDUAL,1,1289.73,1277.32,1842.06,2,4,0,0.157,0,0,0,0,1.39,0,0
11952.86,18,QR,INDIVIDUAL,0,10646.73,9874.81,19040.3,0,1,2,0.213,0,0,0,0,1.21,0,0
4167.75,14,QR,MERCHANT,0,4448.51,3854.01,8763.01,0,2,8,0.221,0,0,0,0,1.08,0,0
6038.39,18,QR,MERCHANT,0,4698.01,4752.3,8317.81,1,7,4,0.12,0,0,1,0,1.27,0,0
2910.53,8,QR,INDIVIDUAL,1,2653.09,2376.18,3187.37,0,4,8,0.111,0,0,0,0,1.22,0,0
4364.03,19,QR,MERCHANT,0,5020.48,4973.06,8130.05,1,3,9,0.092,0,0,0,0,0.88,0,0
1633.3,17,QR,INDIVIDUAL,1,1591.3,1333.37,2622.1,0,4,12,0.217,0,0,0,0,1.22,0,0
1260.93,15,MANUAL,INDIVIDUAL,1,1145.77,1182.91,1309.66,1,2,7,0.122,0,0,0,0,1.07,0,0
3690.87,12,QR,INDIVIDUAL,1,3824.84,4212.56,4851.0,1,3,3,0.173,0,0,0,0,0.88,0,0
6083.6,14,QR,MERCHANT,1,5577.34,5263.3,11113.81,0,3,3,0.185,0,0,0,0,1.16,0,0
631.92,19,MANUAL,MERCHANT,0,563.12,592.6,620.78,0,1,6,0.379,0,0,0,0,1.06,1,0
2323.45,18,QR,MERCHANT,1,1937.91,1946.17,3170.91,0,5,4,0.087,0,0,0,0,1.19,0,0
19108.91,14,QR,MERCHANT,0,21872.0,18536.62,33289.65,0,3,14,0.097,0,0,0,0,1.03,0,0
5604.39,4,MANUAL,MERCHANT,0,7912.0,6623.88,10106.14,1,3,14,0.049,0,1,0,0,0.85,0,0
14528.7,3,MANUAL,INDIVIDUAL,0,13122.52,14153.03,17170.34,1,6,10,0.256,0,1,0,0,1.03,0,0
2057.73,17,QR,INDIVIDUAL,1,1747.74,1469.86,2609.03,1,3,0,0.072,0,0,0,0,1.4,0,0
2411.21,13,MANUAL,INDIVIDUAL,1,1865.53,1799.23,2488.74,4,5,11,0.072,0,0,0,1,1.34,0,0
8691.15,9,MANUAL,INDIVIDUAL,0,7190.71,7429.91,14049.98,2,3,10,0.209,0,0,0,0,1.17,0,0
6381.56,0,QR,MERCHANT,1,4489.2,4809.44,7271.63,1,5,9,0.046,0,1,0,0,1.33,0,0
3344.44,16,MANUAL,MERCHANT,0,2970.61,3200.74,5662.61,0,3,3,0.057,0,0,0,0,1.04,0,0
1168.8,0,MANUAL,INDIVIDUAL,0,1464.3,1340.02,1727.35,0,0,6,0.073,0,1,0,0,0.87,0,0
10313.06,18,MANUAL,MERCHANT,0,13089.51,12383.74,18608.93,1,6,13,0.023,0,0,0,0,0.83,0,0
34863.84,14,QR,MERCHANT,1,28929.77,28392.67,38133.91,1,3,6,0.024,0,0,0,0,1.23,0,0
884.76,1,QR,MERCHANT,1,1174.06,1072.47,1651.2,1,4,0,0.108,0,1,0,0,0.82,0,0
12877.76,3,MANUAL,INDIVIDUAL,0,14126.11,15029.32,26632.61,3,3,4,0.397,0,1,0,1,0.86,0,0
2388.76,2,QR,MERCHANT,1,2470.47,2447.7,3617.92,0,1,3,0.294,0,1,0,0,0.98,0,0
2696.95,22,QR,MERCHANT,0,2142.61,1938.95,2604.32,1,3,11,0.073,0,0,0,0,1.39,1,0
4640.96,7,QR,MERCHANT,0,6310.43,5472.44,8466.71,0,1,2,0.097,0,0,0,0,0.85,0,1
1230.32,10,QR,MERCHANT,1,1195.82,1139.61,1957.92,0,1,9,0.154,0,0,0,0,1.08,0,0
3521.26,20,QR,MERCHANT,0,3828.4,3382.09,4428.21,2,3,5,0.027,0,0,0,0,1.04,0,1
853.95,5,QR,MERCHANT,1,742.47,762.33,1073.11,0,1,6,0.095,0,1,0,0,1.12,0,0
5588.54,22,MANUAL,MERCHANT,0,4237.47,4604.27,8406.11,0,3,8,0.501,0,0,0,0,1.21,0,0
27183.08,8,QR,INDIVIDUAL,0,20028.39,20374.82,35758.88,1,4,10,0.015,0,0,0,0,1.33,0,0
2047.6,16,QR,INDIVIDUAL,1,2926.59,2515.74,5442.33,1,2,5,0.063,0,0,1,0,0.81,0,1
3127.94,14,MANUAL,INDIVIDUAL,0,3364.72,3060.22,4915.59,1,5,8,0.067,0,0,0,0,1.02,0,0
3269.75,12,MANUAL,INDIVIDUAL,1,2890.44,2637.44,3296.97,0,1,4,0.263,0,0,0,0,1.24,0,0
8846.89,14,MANUAL,MERCHANT,0,7749.13,7292.72,14349.02,0,2,4,0.383,0,0,0,0,1.21,0,0
5244.92,17,MANUAL,INDIVIDUAL,0,6950.92,5860.93,10263.64,1,4,14,0.356,1,0,0,0,0.89,0,0
8335.77,16,QR,MERCHANT,1,7447.01,7118.41,8390.51,3,3,14,0.118,0,0,0,1,1.17,0,0
2308.58,8,QR,MERCHANT,1,2359.92,2520.66,2769.22,1,3,4,0.072,0,0,0,0,0.92,0,0
5378.75,1,QR,INDIVIDUAL,0,4078.92,4115.15,6155.0,3,7,5,0.009,0,1,0,1,1.31,0,1
175.73,17,MANUAL,MERCHANT,1,173.78,157.01,198.15,1,2,10,0.162,0,0,0,0,1.11,0,0
6639.0,20,MANUAL,INDIVIDUAL,0,5073.2,5028.48,8006.44,1,3,12,0.135,0,0,0,0,1.32,0,0
1216.81,8,QR,INDIVIDUAL,0,1025.84,932.97,1155.35,3,4,9,0.068,0,0,0,1,1.3,1,0
2711.25,18,QR,INDIVIDUAL,0,1787.58,1978.06,3051.08,0,3,14,0.027,0,0,0,0,1.37,0,0
7120.45,9,QR,MERCHANT,0,7105.36,6359.38,13954.81,0,4,4,0.174,0,0,0,0,1.12,0,0
913.72,13,QR,MERCHANT,0,829.49,703.83,1433.77,1,6,6,0.101,0,0,0,0,1.3,0,0
9705.9,23,QR,MERCHANT,0,7622.98,8313.84,10024.22,2,4,7,0.111,0,0,0,0,1.17,0,0
3255.58,0,QR,MERCHANT,0,3818.12,4061.21,4250.07,2,4,10,0.046,0,1,0,0,0.8,0,0
13464.39,17,QR,MERCHANT,0,12222.52,12790.79,17362.25,3,6,13,0.126,0,0,0,1,1.05,0,0
1615.57,23,QR,INDIVIDUAL,1,1435.46,1283.03,1662.19,3,3,4,0.248,1,0,0,1,1.26,0,0
712.29,0,MANUAL,INDIVIDUAL,0,953.12,806.75,1086.27,1,5,11,0.015,0,1,0,0,0.88,0,0
3547.32,8,QR,INDIVIDUAL,1,2590.96,2689.55,4304.32,0,2,8,0.042,0,0,0,0,1.32,0,0
6175.64,19,MANUAL,INDIVIDUAL,0,5368.96,5167.85,6861.67,0,3,9,0.018,0,0,0,0,1.19,0,0
6659.79,15,QR,MERCHANT,0,7196.13,7699.93,13095.6,0,2,0,0.119,0,0,0,0,0.86,0,0
1310.36,18,QR,MERCHANT,0,1809.75,1611.44,2410.84,0,3,9,0.232,0,0,0,0,0.81,0,0
843.73,2,MANUAL,INDIVIDUAL,0,837.38,718.53,1357.23,0,3,12,0.343,0,1,0,0,1.17,0,0
2748.77,0,QR,INDIVIDUAL,0,2499.44,2622.97,2862.39,0,4,3,0.017,0,1,0,0,1.05,0,0
5795.28,7,QR,MERCHANT,0,5459.2,4562.14,10731.83,2,4,4,0.154,0,0,0,0,1.27,0,0
5537.0,19,QR,INDIVIDUAL,1,5195.29,4853.88,9253.87,2,5,7,0.402,0,0,0,0,1.14,0,0
14986.63,16,QR,MERCHANT,0,16011.49,17497.0,19383.46,0,2,3,0.071,0,0,0,0,0.86,0,0
2601.62,4,QR,MERCHANT,0,3010.25,2532.23,4594.35,2,7,12,0.058,0,1,0,0,1.03,0,0
692.01,9,QR,INDIVIDUAL,1,844.46,786.93,1281.24,1,2,8,0.108,0,0,0,0,0.88,0,0
10689.31,7,QR,INDIVIDUAL,1,9549.47,8575.64,12676.05,2,4,11,0.071,0,0,0,0,1.25,0,0
4340.2,23,MANUAL,MERCHANT,1,4439.46,3900.56,6364.17,0,3,9,0.121,0,0,0,0,1.11,0,0
4693.67,11,QR,INDIVIDUAL,1,6374.23,5424.41,8975.6,1,3,5,0.367,0,0,0,0,0.87,0,0
7261.79,15,QR,INDIVIDUAL,0,6066.14,5212.62,9819.72,0,6,11,0.124,0,0,0,0,1.39,0,0
11353.48,18,MANUAL,MERCHANT,0,10363.23,9765.79,15604.46,1,3,7,0.364,0,0,0,0,1.16,0,0
3566.29,3,QR,INDIVIDUAL,0,3709.27,3869.76,5084.92,1,3,10,0.054,0,1,0,0,0.92,0,0
10497.54,9,QR,INDIVIDUAL,0,12395.2,11767.19,15556.17,0,2,10,0.092,0,0,0,0,0.89,0,0
5984.47,3,QR,MERCHANT,0,4864.91,4742.05,8744.12,3,5,4,0.349,0,1,0,1,1.26,0,0
2018.23,15,QR,INDIVIDUAL,0,1797.48,1697.25,2030.22,0,3,5,0.254,1,0,1,0,1.19,0,0
2951.55,2,MANUAL,MERCHANT,1,2720.32,2396.06,3231.56,1,6,12,0.139,0,1,0,0,1.23,0,0
6342.76,21,QR,INDIVIDUAL,1,5372.71,4855.71,9498.38,0,1,0,0.066,0,0,0,0,1.31,0,0
1923.8,18,MANUAL,INDIVIDUAL,0,1479.21,1435.37,2854.4,2,5,12,0.039,0,0,0,0,1.34,0,0
8085.38,21,QR,INDIVIDUAL,0,11852.75,9983.48,23070.6,0,2,10,0.106,0,0,0,0,0.81,0,0
4198.01,20,QR,INDIVIDUAL,0,4614.09,4442.97,6824.39,0,3,10,0.059,1,0,0,0,0.94,0,1
5133.06,1,QR,MERCHANT,0,3642.92,3857.28,6940.42,0,1,7,0.22,0,1,0,0,1.33,0,0
13312.45,7,MANUAL,INDIVIDUAL,1,9867.69,9859.68,16689.91,0,2,4,0.262,1,0,0,0,1.35,0,0
5018.62,10,QR,MERCHANT,0,5376.35,5402.32,6497.9,3,6,2,0.083,0,0,1,1,0.93,0,0
3882.64,22,QR,MERCHANT,0,3730.62,3941.75,6422.71,0,4,7,0.083,0,0,0,0,0.98,0,0
3380.13,6,QR,INDIVIDUAL,1,3671.67,3772.02,6517.26,2,4,12,0.231,0,0,0,0,0.9,0,0
3225.39,5,QR,MERCHANT,0,2518.95,2425.41,4005.7,0,3,6,0.136,0,1,0,0,1.33,0,0
4822.6,8,QR,MERCHANT,1,4881.45,4847.78,7381.76,2,7,6,0.226,0,0,0,0,0.99,0,0
12419.1,3,QR,INDIVIDUAL,0,11005.49,10072.09,17799.54,2,4,4,0.432,0,1,0,0,1.23,0,0
2099.39,13,QR,MERCHANT,1,1691.83,1545.39,2160.14,0,2,9,0.134,0,0,0,0,1.36,0,0
1961.15,20,QR,MERCHANT,1,1811.26,1846.96,2647.22,1,3,5,0.353,0,0,0,0,1.06,0,0
11574.22,14,QR,INDIVIDUAL,0,12527.58,13390.78,17624.43,0,2,10,0.04,0,0,0,0,0.86,0,0
2187.4,18,MANUAL,MERCHANT,0,1903.18,1826.76,2991.57,0,4,13,0.019,0,0,0,0,1.2,0,0
4422.61,18,MANUAL,INDIVIDUAL,0,4063.94,3631.12,8005.89,1,5,13,0.019,0,0,0,0,1.22,0,0
2137.48,15,QR,MERCHANT,1,1751.12,1717.19,1967.37,2,6,4,0.155,0,0,0,0,1.24,1,0
803.09,11,MANUAL,MERCHANT,1,918.76,899.24,1282.23,1,5,9,0.238,0,0,0,0,0.89,0,0
4352.05,23,MANUAL,INDIVIDUAL,0,4197.56,3640.11,4906.18,1,3,4,0.103,0,0,0,0,1.2,0,0
9933.33,9,MANUAL,INDIVIDUAL,1,8998.31,8270.11,10694.25,0,3,2,0.071,0,0,0,0,1.2,0,0
